cliente,cnae_subclasse,sum_carteira_ativa,ano,cnae_subclasse_bcb,codigo_cnae_ibge,atividade_tru68_ibge
PJ,Serviços de montagem de móveis de qualquer material,79479552.9,2012,Serviços de montagem de móveis de qualquer material,3329,3300
PJ,Serviços de pré-impressão,312288219.73,2012,Serviços de pré-impressão,1821,1800
PJ,Serviços de prótese dentária,57070990.68,2012,Serviços de prótese dentária,3250,3180
PJ,Torrefação e moagem de café,705692583.39,2012,Torrefação e moagem de café,1081,1093
PJ,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",710337718.16,2012,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",0810,0580
PJ,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",220145070.38,2012,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",5911,5980
PJ,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",654737509.48,2012,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",5829,5800
PJ,Outras atividades de prestação de serviços de informação não especificadas anteriormente,56715091.64,2012,Outras atividades de prestação de serviços de informação não especificadas anteriormente,6399,6280
PJ,"Portais, provedores de conteúdo e outros serviços de informação na internet",107977958.39,2012,"Portais, provedores de conteúdo e outros serviços de informação na internet",6319,6280
PJ,Produção de filmes para publicidade,48272032.19,2012,Produção de filmes para publicidade,5911,5980
PJ,Serviços de comunicação multimídia - SCM,171086426.34,2012,Serviços de comunicação multimídia - SCM,6110,6100
PJ,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",1106984038.62,2012,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",6209,6280
PJ,Atividades de Estética e outros serviços de cuidados com a beleza,260739044.99,2012,Atividades de Estética e outros serviços de cuidados com a beleza,9602,9480
PJ,"Cabeleireiros, manicure e pedicure",677999631.12,2012,"Cabeleireiros, manicure e pedicure",9602,9480
PJ,Chaveiros,36703601.95,2012,Chaveiros,9529,9480
PJ,Lavanderias,265609750.81,2012,Lavanderias,9601,9480
PJ,Outras atividades de serviços pessoais não especificadas anteriormente,135257785.56,2012,Outras atividades de serviços pessoais não especificadas anteriormente,9609,9480
PJ,Reparação de artigos do mobiliário,43002916.33,2012,Reparação de artigos do mobiliário,9529,9480
PJ,"Reparação de bicicletas, triciclos e outros veículos não-motorizados",5715371.89,2012,"Reparação de bicicletas, triciclos e outros veículos não-motorizados",9529,9480
PJ,Reparação de joias,4483243.38,2012,Reparação de joias,9529,9480
PJ,Reparação e manutenção de computadores e de equipamentos periféricos,365219810.72,2012,Reparação e manutenção de computadores e de equipamentos periféricos,9511,9480
PJ,Reparação e manutenção de equipamentos de comunicação,73276420.58,2012,Reparação e manutenção de equipamentos de comunicação,9512,9480
PJ,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,294824228.05,2012,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,9521,9480
PJ,Serviços de funerárias,140515013.07,2012,Serviços de funerárias,9603,9480
PJ,Atividade médica ambulatorial com recursos para realização de exames complementares,228420378.29,2012,Atividade médica ambulatorial com recursos para realização de exames complementares,8630,8691
PJ,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,212671697.43,2012,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,8630,8691
PJ,Atividade médica ambulatorial restrita a consultas,782077866.35,2012,Atividade médica ambulatorial restrita a consultas,8630,8691
PJ,Atividade odontológica,470335251.21,2012,Atividade odontológica,8630,8691
PJ,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,1170622565.18,2012,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,8610,8691
PJ,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",6919719763.03,2012,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",8610,8691
PJ,Atividades de fisioterapia,128684916.37,2012,Atividades de fisioterapia,8650,8691
PJ,Atividades de fonoaudiologia,12357032.0,2012,Atividades de fonoaudiologia,8650,8691
PJ,Atividades de psicologia e psicanálise,25332040.45,2012,Atividades de psicologia e psicanálise,8650,8691
PJ,Laboratórios clínicos,614598034.75,2012,Laboratórios clínicos,8640,8691
PJ,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",698495294.14,2012,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",8640,8691
PJ,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",71790719.25,2012,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",8640,8691
PJ,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",118073330.97,2012,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",5240,5280
PJ,Estacionamento de veículos,261114638.4,2012,Estacionamento de veículos,5223,5280
PJ,Outros transportes aquaviários não especificados anteriormente,142409.02,2012,Outros transportes aquaviários não especificados anteriormente,5099,5000
PJ,Serviço de transporte de passageiros - locação de automóveis com motorista,567810899.04,2012,Serviço de transporte de passageiros - locação de automóveis com motorista,4923,4900
PJ,Serviços de entrega rápida,221452161.0,2012,Serviços de entrega rápida,5320,5280
PJ,Serviços de malote não realizados pelo Correio Nacional,83504232.08,2012,Serviços de malote não realizados pelo Correio Nacional,5320,5280
PJ,Serviços de reboque de veículos,406008342.99,2012,Serviços de reboque de veículos,5229,5280
PJ,Transporte escolar,361218151.6,2012,Transporte escolar,4924,4900
PJ,"Transporte por navegação de travessia intermunicipal, interestadual e internacional",203609920.15,2012,"Transporte por navegação de travessia intermunicipal, interestadual e internacional",5091,5000
PJ,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",6114506016.03,2012,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4921,4900
PJ,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",644427925.05,2012,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",4929,4900
PJ,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",38564749767.18,2012,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",4930,4900
PJ,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",3650588657.52,2012,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",4930,4900
PJ,Transporte rodoviário de produtos perigosos,4087554120.48,2012,Transporte rodoviário de produtos perigosos,4930,4900
PJ,Coleta de resíduos não-perigosos,1577335267.69,2012,Coleta de resíduos não-perigosos,3811,3680
PJ,Distribuição de água por caminhões,57280467.18,2012,Distribuição de água por caminhões,3600,3680
PJ,Planos de saúde,1372094334.39,2012,Planos de saúde,6550,6480
PJ,Fabricação de conservas de frutas,984351199.9,2012,Fabricação de conservas de frutas,1031,1093
PJ,Apicultura,6502447.56,2012,Apicultura,0159,0192
PJ,Criação de frangos para corte,843409213.06,2012,Criação de frangos para corte,0155,0192
PJ,Cultivo de cana-de-açúcar,3959208832.21,2012,Cultivo de cana-de-açúcar,0113,0191
PJ,Cultivo de coco-da-baía,13456613.86,2012,Cultivo de coco-da-baía,0133,0191
PJ,Produção de ovos,275898498.86,2012,Produção de ovos,0155,0192
PJ,"Serviço de preparação de terreno, cultivo e colheita",410916270.45,2012,"Serviço de preparação de terreno, cultivo e colheita",0161,0191
PJ,"Albergues, exceto assistenciais",2858801.34,2012,"Albergues, exceto assistenciais",5590,5500
PJ,Apart-hotéis,15637012.67,2012,Apart-hotéis,5510,5500
PJ,Outros alojamentos não especificados anteriormente,54670876.72,2012,Outros alojamentos não especificados anteriormente,5590,5500
PJ,Serviços ambulantes de alimentação,51622879.73,2012,Serviços ambulantes de alimentação,5612,5600
PJ,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",224705023.41,2012,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",9001,9080
PJ,Atividades de sonorização e de iluminação,82175534.81,2012,Atividades de sonorização e de iluminação,9001,9080
PJ,"Clubes sociais, esportivos e similares",797248163.41,2012,"Clubes sociais, esportivos e similares",9312,9080
PJ,Exploração de jogos eletrônicos recreativos,18641947.54,2012,Exploração de jogos eletrônicos recreativos,9329,9080
PJ,Outras atividades esportivas não especificadas anteriormente,16853879.33,2012,Outras atividades esportivas não especificadas anteriormente,9319,9080
PJ,Produção musical,108269236.25,2012,Produção musical,9001,9080
PJ,Aluguel de aparelhos de jogos eletrônicos,4617549.07,2012,Aluguel de aparelhos de jogos eletrônicos,7729,7700
PJ,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",16742855.78,2012,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",7739,7700
PJ,Aluguel de material médico,1880626.97,2012,Aluguel de material médico,7729,7700
PJ,Aluguel de máquinas e equipamentos agrícolas sem operador,246894024.48,2012,Aluguel de máquinas e equipamentos agrícolas sem operador,7731,7700
PJ,Aluguel de máquinas e equipamentos para escritório,441094824.59,2012,Aluguel de máquinas e equipamentos para escritório,7733,7700
PJ,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",78112288.65,2012,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",7729,7700
PJ,"Aluguel de objetos do vestuário, joias e acessórios",51261942.22,2012,"Aluguel de objetos do vestuário, joias e acessórios",7723,7700
PJ,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",233980806.31,2012,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",7739,7700
PJ,Atividades de teleatendimento,1458924545.27,2012,Atividades de teleatendimento,8220,7880
PJ,Condomínios prediais,78329026.22,2012,Condomínios prediais,8112,7880
PJ,Envasamento e empacotamento sob contrato,64576754.02,2012,Envasamento e empacotamento sob contrato,8292,7880
PJ,Imunização e controle de pragas urbanas,135632852.49,2012,Imunização e controle de pragas urbanas,8122,7880
PJ,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",492564623.85,2012,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",7719,7700
PJ,Operadores turísticos,42563554.87,2012,Operadores turísticos,7912,7880
PJ,Seleção e agenciamento de mão-de-obra,189632334.61,2012,Seleção e agenciamento de mão-de-obra,7810,7880
PJ,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",215821634.49,2012,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",8111,7880
PJ,Serviços de adestramento de cães de guarda,829180.6,2012,Serviços de adestramento de cães de guarda,8011,8000
PJ,Serviços de reservas e outros serviços de turismo não especificados anteriormente,46102278.15,2012,Serviços de reservas e outros serviços de turismo não especificados anteriormente,7990,7880
PJ,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,191070708.31,2012,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,6619,6480
