word;dict;goo;pt
activated;ˈæk.tɪ.veɪt;nan;ativada(feminino)
activating;ˈæk.tɪ.veɪt;nan;nan
activation;ˌæk.təˈveɪ.ʃən;ˌaktiˈvāSH(ə)n;ativação
activations;nan;ˌaktiˈvāSH(ə)n;ativações
activator;nan;ˈaktəˌvādər;ativador
active;ˈæk.tɪv;ˈaktiv;ativa(feminino)
actively;ˈæk.tɪv.li;ˈaktivlē;ativamente
activism;ˈæk.tɪ.vɪ.zəm;ˈaktəˌvizəm;ativismo
activist;ˈæk.tə.vɪst;ˈaktivəst;ativista
activists;ˈæk.tə.vɪst;nan;nan
activities;ækˈtɪv.ə.t̬i;nan;nan
activity;ækˈtɪv.ə.t̬i;akˈtivədē;atividade
actor;ˈæk.tɚ;ˈaktər;atriz(feminino)
actors;ˈæk.tɚ;nan;nan
actress;ˈæk.trəs;ˈaktrəs;atriz
acts;ækt;nan;nan
actual;ˈæk.tʃu.əl;ˈak(t)SH(o͞o)əl;real
actuality;ˌæk.tʃuˈæl.ə.t̬i;ˌak(t)SHəˈwalədē;realidade
actually;ˈæk.tʃu.ə.li;ˈak(t)SH(o͞o)əlē;na realidade
actuarial;ˌæk.tʃuˈer.i.əl;ˌak(t)SHəˈwerēəl;atuarial
actuary;ˈæk.tʃu.er.i;ˈak(t)SHəˌwerē;atuária(feminino)
actuate;ˈæk.tʃu.eɪt;ˈak(t)SHəˌwāt;Atuar
actuated;ˈæk.tʃu.eɪt;nan;nan
actuating;ˈæk.tʃu.eɪt;nan;nan
actuation;ˌæk.tʃuˈeɪ.ʃən;ˌak(t)SHəˈwāSH(ə)n;atuação
actuator;ˈæk.tʃu.eɪ.t̬ɚ;ˈak(t)SHəˌwādər;atuador do
acuity;əˈkjuː.ə.t̬i;əˈkyo͞oədē;acuidade
acumen;əˈkjuː.mən;əˈkyo͞omən;perspicácia
acupuncture;ˈæk.jə.pʌŋk.tʃɚ;ˈakyo͞oˌpəNG(k)(t)SHər;acupuntura
acupuncturist;ˈæk.jə.pʌŋk.tʃɚ.ɪst;ˈakyo͝opəNGkSHərəst;acupunturista
acute;əˈkjuːt;əˈkyo͞ot;aguda(feminino)
acutely;əˈkjuːt.li;əˈkyo͞otlē;agudamente
acuteness;əˈkjuːt.nəs;nan;agudeza
acuter;nan;əˈkyo͞ot;ACOUTER
acutest;nan;əˈkyo͞ot;mais agitado
acyclic; /ˌeɪˈsaɪklɪk/;āˈsīklik;acíclica(feminino)
ad;æd;ad;de Anúncios
adage;ˈæd.ɪdʒ;ˈadij;adágio
adagio;əˈdɑː.dʒi.oʊ;əˈdäjō;Adagio
adam;ˈæd.əm;nan;nan
adamant;ˈæd.ə.mənt;ˈadəmənt;diamante
adamantly;ˈæd.ə.mənt.li;ˈadəməntlē;adamamente
adams;ˈæd.əm;nan;nan
adapt;əˈdæpt;əˈdapt;adaptar
adaptability;əˌdæp.təˈbɪl.ə.t̬i;əˌdaptəˈbilədē;adaptabilidade
adaptable;əˈdæp.tə.bəl;əˈdaptəb(ə)l;adaptável
adaptation;ˌæd.əpˈteɪ.ʃən;ˌadapˈtāSH(ə)n;adaptação
adapted;əˈdæp.tɪd;nan;adaptada(feminino)
adapter;əˈdæp.tɚ;əˈdaptər;adaptadora(feminino)
adapters;əˈdæp.tɚ;nan;nan
adapting;əˈdæpt;nan;nan
adaptive;əˈdæp.tɪv;əˈdaptiv;Adaptativo
adaptively;əˈdæp.tɪv.li;nan;adaptativamente
adaptor;əˈdæp.tɚ;əˈdaptər;adaptadora(feminino)
add; /æd/;ad;adicionar
add;æd;ad;adicionar
added;ˈæd.ɪd;ˈadəd;adicionada(feminino)
addendum; /əˈdendəm/;əˈdendəm;termo aditivo
adder; /ˈædər/;ˈadər;adicionadora(feminino)
addict;ˈæd.ɪkt;ˈadikt;viciada(feminino)
addicted;əˈdɪk.tɪd;əˈdiktəd;viciada(feminino)
addiction;əˈdɪk.ʃən;əˈdikSH(ə)n;vício
addictive;əˈdɪk.tɪv;əˈdiktiv;viciante
addictiveness;əˈdɪk.tɪv.nəs;nan;viciada(feminino)
adding;æd;nan;nan
addition;əˈdɪʃ.ən;əˈdiSH(ə)n;Adição
additional;əˈdɪʃ.ən.əl;əˈdiSH(ə)n(ə)l;adicional
additionally;əˈdɪʃ.ən.əl.i;əˈdiSHənlē;Além disso
additions;əˈdɪʃ.ən;nan;nan
additive;ˈæd.ə.t̬ɪv;ˈadədiv;aditiva(feminino)
addle;ˈæd.əl;ˈadl;Addle
addled;ˈæd.əld;ˈadld;COMPLED
addling;ˈæd.əl;nan;nan
address;ˈæd.res;əˈdres;morada(feminino)
addressable; /əˈdresəbl/;əˈdresəbəl;endereçável
addressed;əˈdres;əˈdrest;endereçada(feminino)
addressee;ˌæd.resˈiː;ˌadreˈsē;destinatária(feminino)
addresses;ˈæd.res;nan;nan
addressing;əˈdres;nan;nan
adds;æd;nan;nan
adduce;əˈduːs;əˈd(y)o͞os;adduce
adduced;əˈdʒuːs;nan;adquirida(feminino)
adducing;əˈdʒuːs;nan;nan
adelaide; /ˈædəleɪd/;nan;nan
adenine;ˈæd.ən.iːn;ˈadnēn;adenina
adenoids;ˈæd.ən.ɔɪdz;ˈadnˌoidz;adenóides
adept;əˈdept;nan;adepta(feminino)
adequacy;ˈæd.ə.kwə.si;ˈadikwəsē;adequação
adequate;ˈæd.ə.kwət;ˈadəkwət;adequada(feminino)
adequately;ˈæd.ə.kwət.li;ˈadikwətlē;adequadamente
adhere;ədˈhɪr;ədˈhir;aderir
adhered;ədˈhɪər;nan;aderido
adherence;ədˈhɪr.əns;ədˈhirəns;adesão
adherent;ədˈhɪr.ənt;adˈhirənt;aderente
adhering;ədˈhɪər;nan;nan
adhesion;ədˈhiː.ʒən;ədˈhēZH(ə)n;adesão
adhesive;ədˈhiː.sɪv;adˈhēsiv;adesiva(feminino)
adiabatic;ˌæd.i.əˈbæt̬.ɪk;ˌadēəˈbadik;adiabática(feminino)
adieu;əˈduː;əˈdo͞o;adeus
adios;ˌæd.iˈoʊs;ˌädēˈōs;Adios
adipose;ˈæd.ə.poʊs;ˈadəˌpōs;adiposa(feminino)
adit;nan;ˈadət;adit
adjacency;əˈdʒeɪ.sən.si;nan;adjacência
adjacent;əˈdʒeɪ.sənt;əˈjās(ə)nt;adjacente
adjectival;ˌædʒ.ekˈtaɪ.vəl;ˌajəkˈtīv(ə)l;adjetivo
adjective;ˈædʒ.ek.tɪv;ˈajəktiv;adjetivo
adjoin;əˈdʒɔɪn;əˈjoin;adjacente
adjoined;əˈdʒɔɪn;nan;nan
adjoining;əˈdʒɔɪ.nɪŋ;əˈjoiniNG;adjacente
adjourn;əˈdʒɝːn;əˈjərn;adiar
adjourned;əˈdʒɜːn;nan;adiada(feminino)
adjourning;əˈdʒɜːn;nan;nan
adjournment;əˈdʒɝːn.mənt;əˈjərnmənt;adiamento
adjudge;əˈdʒʌdʒ;əˈjəj;julgar
adjudged;əˈdʒʌdʒ;nan;nan
adjudicate;əˈdʒuː.də.keɪt;əˈjo͞odəˌkāt;adjudicar
adjudicated;əˈdʒuː.dɪ.keɪt;nan;adjudicada(feminino)
adjudicating;əˈdʒuː.dɪ.keɪt;nan;nan
adjudication;əˌdʒuː.dəˈkeɪ.ʃən;əˌjo͞odəˈkāSH(ə)n;adjudicação
adjudicator;əˈdʒuː.də.keɪ.t̬ɚ;əˈjo͞odəˌkādər;adjudicadora(feminino)
adjunct;ˈædʒ.ʌŋkt;ˈaˌjəNGkt;adjunta(feminino)
adjure;əˈdʒʊr;əˈjo͝or;adjure
adjust;əˈdʒʌst;əˈjəst;ajustar
adjustable;əˈdʒʌs.tə.bəl;əˈjəstəb(ə)l;ajustável
adjusted;əˈdʒʌst;nan;nan
adjuster;əˈdʒʌstər;nan;Ajustador
adjusting;əˈdʒʌst;nan;nan
adjustment;əˈdʒʌst.mənt;əˈjəstmənt;ajustamento
adjustments;əˈdʒʌst.mənt;nan;nan
adjutant;ˈædʒ.ə.tənt;ˈajəd(ə)nt;ajudante
adman;ˈæd.mæn;ˈadˌman;publicitário
admin;ˈædmɪn;nan;admin
administer;ədˈmɪn.ə.stɚ;ədˈminəstər;administrador
administered;ədˈmɪn.ɪ.stər;nan;administrada(feminino)
administering;ədˈmɪn.ɪ.stər;nan;nan
administrate;ədˈmɪnɪstreɪt;ədˈminəˌstrāt;administrar
administration;ədˌmɪn.əˈstreɪ.ʃən;ədˌminəˈstrāSH(ə)n;administração
administrative;ədˈmɪn.ə.strə.t̬ɪv;ədˈminəˌstrādiv;administrativa(feminino)
administratively;ədˈmɪn.ə.strə.t̬ɪv.li;ədˈminəˌstrādivlē;administrativamente
administrator;ədˈmɪn.ə.streɪ.t̬ɚ;ədˈminəˌstrādər;administradora(feminino)
administrators;ədˈmɪn.ə.streɪ.t̬ɚ;nan;nan
admirable;ˈæd.mə.rə.bəl;ˈadm(ə)rəb(ə)l;admirável
admirably;ˈæd.mə.rə.bli;ˈadmərəblē;admiravelmente
admiral;ˈæd.mər.əl;ˈadm(ə)rəl;almirante
admiration;ˌæd.məˈreɪ.ʃən;ˌadməˈrāSH(ə)n;admiração
admire;ədˈmaɪr;ədˈmī(ə)r;admirar
admired;ədˈmaɪər;nan;admirada(feminino)
admirer;ədˈmaɪr.ɚ;ədˈmī(ə)rər;admiradora(feminino)
admiring;ədˈmaɪr.ɪŋ;ədˈmīəriNG;admirando
admiringly;ədˈmaɪr.ɪŋ.li;ədˈmī(ə)riNGlē;admirantemente
admissibility;ədˌmɪs.əˈbɪl.ə.t̬i;ədˌmisəˈbilədē;admissibilidade
admissible;ədˈmɪs.ə.bəl;ədˈmisəb(ə)l;admissível
admission;ədˈmɪʃ.ən;ədˈmiSHən;admissão
admissions;ədˈmɪʃ·ənz;nan;Admissões
admit;ədˈmɪt;ədˈmit;Admitem
admit; /ədˈmɪt/;ədˈmit;Admitem
admittance;ədˈmɪt̬.əns;ədˈmitns;admissão
admittances;nan;ədˈmitns;Admões
admittedly;ədˈmɪt̬.ɪd.li;ədˈmididlē;É certo
admix;nan;adˈmiks;misturar
admixture;ədˈmɪks.tʃɚ;adˈmiksCHər;mistura
admonish;ədˈmɑː.nɪʃ;ədˈmäniSH;admoestar
admonished;ədˈmɒn.ɪʃ;nan;advertida(feminino)
admonishing;ədˈmɒn.ɪʃ;nan;nan
admonition;ˌæd.məˈnɪʃ.ən;ˌadməˈniSH(ə)n;admoestação
admonitory;ədˈmɑː.nə.tɔːr.i;ədˈmänəˌtôrē;advertência
ado;əˈduː;əˈdo͞o;alvoroço
adobe;əˈdoʊ.bi;əˈdōbē;adobe
adolescence;ˌæd.əˈles.əns;ˌadəˈlesəns;adolescência
adolescent;ˌæd.əˈles.ənt;ˌadəˈles(ə)nt;adolescente
adopt;əˈdɑːpt;əˈdäpt;adotar
adopted;əˈdɑːp.tɪd;nan;adotada(feminino)
adopter;əˈdɒptər;əˈdäptər;adotante
adopting;əˈdɒpt;nan;adoção
adoption;əˈdɑːp.ʃən;əˈdäpSH(ə)n;adoção
adoptive;əˈdɑːp.tɪv;əˈdäptiv;adotiva(feminino)
adorable;əˈdɔːr.ə.bəl;əˈdôrəb(ə)l;adorável
adorably; /əˈdɔːrəbli/;əˈdôrəblē;adorável
adoration;ˌæd.əˈreɪ.ʃən;ˌadəˈrāSH(ə)n;adoração
adore;əˈdɔːr;əˈdô(ə)r;Adore
adored;əˈdɔːr;nan;nan
adoring;əˈdɔːr.ɪŋ;əˈdôriNG;adoradora(feminino)
adoringly;əˈdɔːr.ɪŋ.li;nan;adoramente
adorn;əˈdɔːrn;əˈdôrn;adorno
adorned;əˈdɔːn;nan;adornada(feminino)
adorning;əˈdɔːn;nan;nan
adornment;əˈdɔːrn.mənt;əˈdôrnmənt;adorno
adrenal;əˈdriː.nəl;əˈdrēnl;ad-renal
adrenalin;əˈdren.əl.ɪn;nan;adrenalina
adrenaline;əˈdren·əl·ən;əˈdren(ə)lən;Adrenalina
adrift;əˈdrɪft;əˈdrift;à deriva
adroit;əˈdrɔɪt;əˈdroit;hábil
adroitly;əˈdrɔɪt.li;əˈdroitlē;habilmente
adroitness;əˈdrɔɪt.nəs;əˈdroitnəs;habilidade
adsl;ˌeɪ.diː.esˈel;nan;nan
adsorb;ædˈzɔːb;adˈzôrb;adsorb
adsorption;ædˈzɔːpʃən;adˈzôrbSH(ə)n;Adsorção
adulation;ˌædʒ.əˈleɪ.ʃən;ˌajəˈlāSH(ə)n;adulação
adulatory;ˈædʒ.əl.ə.tɔːr.i;ˈaj(ə)ləˌtôrē;adulatório
adult;ˈæd.ʌlt;əˈdəlt;adulta(feminino)
adulterate;əˈdʌl.tə.reɪt;əˈdəltəˌrāt;adulterar
adulterated;əˈdʌl.tə.reɪ.t̬ɪd;nan;adulterado
adulterating;əˈdʌl.tə.reɪt;nan;nan
adulteration;əˌdʌl.təˈreɪ.ʃən;əˌdəltəˈrāSH(ə)n;adulteração
adulterations;nan;əˌdəltəˈrāSH(ə)n;adulterações
adulterer;əˈdʌl.tɚ.ɚ;əˈdəltərər;adúltera(feminino)
adulteress;əˈdʌl.tɚ.əs;əˈdəlt(ə)rəs;adúltera(feminino)
adulterous;əˈdʌl.tɚ.əs;əˈdəlt(ə)rəs;adúltera(feminino)
adultery;əˈdʌl.tɚ.i;əˈdəlt(ə)rē;adultério
adulthood;ˈæd.ʌlt.hʊd;əˈdəltho͝od;adulta
adults;ˈæd.ʌlt;nan;nan
adumbrate;ˈæd.əm.breɪt;ˈadəmˌbrāt;adumbado
adumbrated;ˈæd.əm.breɪt;nan;nan
adumbrating;ˈæd.əm.breɪt;nan;nan
advance;ədˈvæns;ədˈvans;avançar
advanced;ədˈvænst;ədˈvanst;avançada(feminino)
advancement;ədˈvæns.mənt;ədˈvansmənt;avanço
advancer;ədˈvɑːnsər;nan;avançado
advances;ədˈvæns;nan;nan
advancing;ədˈvæn.sɪŋ;nan;avançando
advantage;ədˈvæn.t̬ɪdʒ;ədˈvan(t)ij;vantagem
advantage; /ədˈvæntɪdʒ/;ədˈvan(t)ij;vantagem
advantageous;ˌæd.vænˈteɪ.dʒəs;advənˈtājəs;vantajosa(feminino)
advantageously;ˌæd.vænˈteɪ.dʒəs.li;nan;vantajosa(feminino)
advantages;ədˈvæn.t̬ɪdʒ;nan;nan
advent;ˈæd.vent;ˈadˌvent;advento
advents;nan;ˈadˌvent;Administração
adventure; /ədˈventʃər/;adˈven(t)SHər;aventura
adventure;ədˈven.tʃɚ;adˈven(t)SHər;aventura
adventurer;ədˈven.tʃɚ.ɚ;adˈven(t)SHərər;aventureira(feminino)
adventures;ədˈven.tʃɚ;nan;nan
adventurism; /ədˈventʃərɪzəm/;ədˈvenCHəˌrizəm;aventureira
adventurous;ədˈven.tʃɚ.əs;adˈven(t)SHərəs;aventureira(feminino)
adventurously;ədˈven.tʃɚ.əs.li;nan;aventureira(feminino)
adverb;ˈæd.vɝːb;ˈadˌvərb;advérbio
adverbial;ədˈvɝː.bi.əl;adˈvərbēəl;adverbial
adversarial;ˌæd.vɚˈser.i.əl;ˌadvərˈserēəl;contraditória(feminino)
adversary;ˈæd.vɚ.ser.i;ˈadvərˌserē;adversária(feminino)
adverse;ædˈvɝːs;adˈvərs;desfavoraveis
adversely;ædˈvɝːs.li;ˈadvərslē;adversamente
adversity;ədˈvɝː.sə.t̬i;ədˈvərsədē;adversidade
advert; /ˈædvɜːrt/;ˈadˌvərt;advertir
advert;ˈæd.vɝːt;ˈadˌvərt;advertir
advertise;ˈæd.vɚ.taɪz;ˈadvərˌtīz;anunciar
advertised;ˈæd.və.taɪz;nan;anunciada(feminino)
advertisement;æd.vɝːˈtaɪz.mənt;ˈadvərˌtīzmənt;propaganda
advertisements;æd.vɝːˈtaɪz.mənt;nan;nan
advertiser;ˈæd.vɚ.taɪ.zɚ;ˈadvərtīzər;anunciante
advertisers;ˈæd.vɚ.taɪ.zɚ;nan;nan
advertising;ˈæd.vɚ.taɪ.zɪŋ;ˈadvərˌtīziNG;publicidade
advice;ədˈvaɪs;ədˈvīs;adendo
advisability;ədˌvaɪ.zəˈbɪl.ə.t̬i;ədˌvīzəˈbilədē;aconselhável
advisable;ədˈvaɪ.zə.bəl;ədˈvīzəb(ə)l;aconselhável
advise;ədˈvaɪz;ədˈvīz;conselho
advised;ədˈvaɪz;ədˈvīzd;aconselhada(feminino)
advisedly;ədˈvaɪ.zɪd.li;ədˈvīzidlē;aconselhável
adviser;ədˈvaɪ.zɚ;ədˈvīzər;conselheira(feminino)
advising;ədˈvaɪz;nan;nan
advisory;ədˈvaɪ.zɚ.i;ədˈvīzərē;consultiva(feminino)
advocacy;ˈæd.və.kə.si;ˈadvəkəsē;Advocacia
advocate;ˈæd.və.keɪt;nan;advogada(feminino)
advocated;ˈæd.və.keɪt;nan;nan
advocating;ˈæd.və.keɪt;nan;nan
adware;ˈæd.wer;ˈadwer;Adware
adze;ædz;adz;Adze
aegis;ˈiː.dʒɪs;ˈējis;égide
aeolian;iˈoʊ.li.ən;ēˈōlēən;eoliano
aeon;ˈiː.ɑːn;nan;Aeon
aerate;erˈeɪt;ˈerāt;arejar
aerated;eəˈreɪt;nan;Aerado
aerating;eəˈreɪt;nan;nan
aeration;erˈeɪ.ʃən;eˈrāSH(ə)n;aeração
aerator;erˈeɪ.t̬ɚ;nan;Aerador
aerial;ˈer.i.əl;ˈerēəl;aérea(feminino)
aerobatic;ˌer.oʊˈbæt̬.ɪk;nan;aerobático
aerobatics;ˌer.oʊˈbæt̬.ɪks;ˌerəˈbadiks;Aerobacia
aerobe;ˈer.oʊb;ˈerōb;Aerobe
aerobic;erˈoʊ.bɪk;əˈrōbik;aeróbica(feminino)
aerobics;erˈoʊ.bɪks;əˈrōbiks;aeróbica(feminino)
aerodrome;ˈer.ə.droʊm;nan;aeródromo
aerodynamic;ˌer.oʊ.daɪˈnæm.ɪk;ˌerōˌdīˈnamik;aerodinâmica(feminino)
aerodynamically;ˌer.oʊ.daɪˈnæm.ɪ.kəl.i;nan;aerodinamicamente
aerodynamics;ˌer.oʊ.daɪˈnæm.ɪks;ˌerōˌdīˈnamiks;aerodinâmica(feminino)
aerofoil; /ˈerəfɔɪl/;nan;nan
aeronaut;ˈer.ə.nɑːt;ˈerəˌnôt;aeronauta
aeronautic;ˌer.əˈnɑː.t̬ɪk;nan;aeronáutico
aeronautical;ˌer.əˈnɑː.t̬ɪ.kəl;ˌerəˈnôdikl;aeronáutica(feminino)
aeronautics;ˌer.əˈnɑː.t̬ɪks;ˌerəˈnôdiks;aeronáutica
aeroplane;ˈer.ə.pleɪn;nan;avião
aerosol;ˈer.ə.sɑːl;ˈerəˌsôl;aerossol
aerospace;ˈer.oʊ.speɪs;ˈerōˌspās;Aeroespacial
aesthete;ˈes.θiːt;ˈesˌTHēt;esthete
aesthetic;esˈθet̬.ɪk;esˈTHedik;estética(feminino)
aesthetically;esˈθet̬.ɪ.kəl.i;esˈTHediklē;esteticamente
aestheticism; /esˈθetɪsɪzəm/;esˈTHedəˌsizəm;esteticismo
afar;əˈfɑːr;əˈfär;longe
affability;ˌæf.əˈbɪl.ə.t̬i;ˌafəˈbilədē;afabilidade
affable;ˈæf.ə.bəl;ˈafəb(ə)l;afável
affably;ˈæf.ə.bli;nan;afavelmente
affair;əˈfer;əˈfer;caso
affairs;əˈfer;nan;nan
affect;əˈfekt;əˈfekt;afetar
affectation;ˌæf.ekˈteɪ.ʃən;ˌafekˈtāSH(ə)n;afetação
affected;əˈfek.tɪd;əˈfektəd;afetada(feminino)
affectedly;əˈfek.tɪd.li;əˈfektədlē;afetadamente
affecting;əˈfek.tɪŋ;əˈfektiNG;afetando
affection;əˈfek.ʃən;əˈfekSH(ə)n;afeição
affectionate;əˈfek.ʃən.ət;əˈfekSH(ə)nət;afetuosa(feminino)
affectionately;əˈfek.ʃən.ət.li;əˈfekSHənətlē;carinhosamente
affective;əˈfek.tɪv;aˈfektiv;afetiva(feminino)
affects;əˈfekt;nan;nan
afferent;ˈæf.ɚ.ənt;ˈaf(ə)rənt;aferente
affidavit;ˌæf.əˈdeɪ.vɪt;ˌafəˈdāvit;declaração
affiliate;əˈfɪl.i.eɪt;nan;afiliada(feminino)
affiliated;əˈfɪl.i.eɪ.t̬ɪd;əˈfilēˌādəd;afiliada(feminino)
affiliates;əˈfɪl.i.eɪt;nan;nan
affiliating;əˈfɪl.i.eɪt;nan;nan
affiliation;əˌfɪl.iˈeɪ.ʃən;əˌfilēˈāSH(ə)n;afiliação
affine;nan;əˈfīn;afim
affinity;əˈfɪn.ə.t̬i;əˈfinədē;afinidade
affirm;əˈfɝːm;əˈfərm;afirmar
affirmation;ˌæf.ɚˈmeɪ.ʃən;ˌafərˈmāSH(ə)n;afirmação
affirmative;əˈfɝː.mə.t̬ɪv;əˈfərmədiv;afirmativa(feminino)
affirmatively;əˈfɝː.mə.t̬ɪv.li;əˈfərmədivlē;afirmativamente
affirmed;əˈfɜːm;nan;afirmada(feminino)
affirming;əˈfɜːm;nan;nan
affix;əˈfɪks;nan;afixo
affixed;əˈfɪks;nan;nan
affixing;əˈfɪks;nan;nan
afflict;əˈflɪkt;əˈflikt;aflita(feminino)
afflicted;əˈflɪkt;nan;nan
afflicting;əˈflɪkt;nan;nan
affliction;əˈflɪk.ʃən;əˈflikSH(ə)n;aflição
affluence;ˈæf.lu.əns;ˈaflo͞oəns;afluência
affluent;ˈæf.lu.ənt;ˈaflo͞oənt;afluente
afflux;nan;ˈaˌfləks;afluxo
afford;əˈfɔːrd;əˈfôrd;proporcionar
affordability;əˌfɔːdəˈbɪləti;əfôrdəˈbilədē;acessibilidade
affordable;əˈfɔːr.də.bəl;əˈfôrdəb(ə)l;preços acessíveis
afforded;əˈfɔːd;nan;proporcionada(feminino)
affording;əˈfɔːd;nan;nan
afforest; /əˈfɔːrɪst/;əˈfôrəst;AFOREST
afforestation;əˌfɔːr.əˈsteɪ.ʃən;nan;AFORESTAÇÃO
affray;əˈfreɪ;əˈfrā;Affray
affront;əˈfrʌnt;əˈfrənt;afronta
affronted;əˈfrʌnt;nan;nan
afghani;nan;afˈɡänē;Afeghani
afghanistan;æfˈɡæn.ɪ.stæn;nan;nan
afield;əˈfiːld;əˈfēld;longe
afire;nan;əˈfī(ə)r;um fogo
aflame;əˈfleɪm;əˈflām;Aflame
afloat;əˈfloʊt;əˈflōt;à tona
afoot;əˈfʊt;əˈfo͝ot;Andoto
aforementioned;əˈfɔːrˌmen.ʃənd;əˈfôrˌmen(t)SHənd;mencionado acima
afraid;əˈfreɪd;əˈfrād;com medo
afresh;əˈfreʃ;əˈfreSH;de novo
africa;ˈæf.rɪ.kə;nan;nan
african;ˈæf.rɪ.kən;nan;nan
aft;æft;aft;Aft
after;ˈæf.tɚ;ˈaftər;depois
afterbirth;ˈæf.tɚ.bɝːθ;ˈaftərˌbərTH;pós -parto
aftercare;ˈæf.tɚ.ker;ˈaftərˌker;cuidados posteriores
aftereffect;ˈæf.tɚ.əˌfekt;ˈaftərəˌfekt;depois do efeito
afterglow;ˈæf.tɚ.ɡloʊ;ˈaftərˌɡlō;pós -brilho
afterlife;ˈæf.tɚ.laɪf;ˈaftərˌlīf;vida após a morte
aftermath;ˈæf.tɚ.mæθ;ˈaftərˌmaTH;After
afternoon;ˌæf.tɚˈnuːn;ˌaftərˈno͞on;tarde
afternoons;ˌæf.tɚˈnuːnz;nan;tardes
aftershave;ˈæf.tɚ.ʃeɪv;ˈaftərˌSHāv;Afastagem
aftertaste;ˈæf.tɚ.teɪst;ˈaftərˌtāst;sabor
afterthought;ˈæf.tɚ.θɑːt;ˈaftərˌTHôt;reflexão tardia
afterward;ˈæf.tɚ.wɚd;nan;depois
afterwards;ˈɑːf.tə.wədz;ˈaftərwərdz;mais tarde
ag;nan;aɡ;Ag
again;əˈɡen;əˈɡen;novamente
against;əˈɡenst;əˈɡenst;contra
agakhan;nan;ˌäɡə ˈkän;Aga Khan
agape;əˈɡeɪp;əˈɡāp;Agape
agar;ˈeɪ.ɡɑːr;ˈäˌɡär;ágar
agave;əˈɡɑː.vi;əˈɡävē;agave
age; /eɪdʒ/;āj;era
age;eɪdʒ;āj;era
aged;ˈeɪ.dʒɪd;nan;envelhecida(feminino)
ageing;ˈeɪ.dʒɪŋ;ˈājiNG;envelhecimento
ageism;ˈeɪ.dʒɪ.zəm;ˈājˌizəm;Ageism
ageless;ˈeɪdʒ.ləs;ˈājləs;eterna(feminino)
agencies;ˈeɪ.dʒən.si;nan;nan
agency;ˈeɪ.dʒən.si;ˈājənsē;agência
agenda;əˈdʒen.də;əˈjendə;agenda
agent;ˈeɪ.dʒənt;ˈājənt;agente
agents;ˈeɪ.dʒənt;nan;nan
ages;ˈeɪ·dʒɪz;nan;idades
agglomerate; /əˈɡlɑːməreɪt/;nan;nan
agglomeration;əˌɡlɑː.məˈreɪ.ʃən;əˌɡläməˈrāSH(ə)n;aglomeração
agglutinative; /əˈɡluːtɪnətɪv/;əˈɡlo͞otnādiv;aglutinante
aggravate;ˈæɡ.rə.veɪt;ˈaɡrəˌvāt;agravar
aggravated;ˈæɡ.rə.veɪt;nan;nan
aggravating;ˈæɡ.rə.veɪ.t̬ɪŋ;ˈaɡrəvādiNG;agravante
aggravation;ˌæɡ.rəˈveɪ.ʃən;ˌaɡrəˈvāSH(ə)n;agravamento
aggregate;ˈæɡ.rə.ɡət;nan;agregar
aggregated;ˈæɡ.rɪ.ɡeɪt;nan;agregada(feminino)
aggregating;ˈæɡ.rɪ.ɡeɪt;nan;nan
aggregation;ˌæɡ.rəˈɡeɪ.ʃən;ˌaɡrəˈɡāSH(ə)n;agregação
aggression;əˈɡreʃ.ən;əˈɡreSHən;agressão
aggressive;əˈɡres.ɪv;əˈɡresiv;agressiva(feminino)
aggressively;əˈɡres.ɪv.li;əˈɡresivlē;agressivamente
aggressiveness;əˈɡres.ɪv.nəs;əˈɡresivnəs;agressividade
aggressor;əˈɡres.ɚ;əˈɡresər;agressora(feminino)
aggrieved;əˈɡriːvd;əˈɡrēvd;prejudicada(feminino)
aghast;əˈɡæst;əˈɡast;horrorizado
agile;ˈædʒ.əl;ˈajəl;ágil
agility;əˈdʒɪl.ə.t̬i;əˈjilədē;agilidade
aging;ˈeɪ.dʒɪŋ;ˈājiNG;envelhecimento
agio;ˈædʒiˌəʊ;nan;ágio
agitate;ˈædʒ.ə.teɪt;ˈajəˌtāt;agitar
agitated;ˈædʒ.ə.teɪ.t̬ɪd;ˈajiˌtādəd;agitada(feminino)
agitating;ˈædʒ.ɪ.teɪt;nan;agitando
agitation;ˌædʒ.əˈteɪ.ʃən;ˌajəˈtāSH(ə)n;agitação
agitations;nan;ˌajəˈtāSH(ə)n;agitações
agitator;ˈædʒ.ə.teɪ.t̬ɚ;ˈajəˌtādər;agitadora(feminino)
agitprop;ˈædʒ.ɪt.prɑːp;ˈajətˌpräp;AgitProp
agleam; /əˈɡliːm/;əˈɡlēm;Agleam
aglow;əˈɡloʊ;əˈɡlō;Aglow
agnostic;æɡˈnɑː.stɪk;aɡˈnästik;agnóstica(feminino)
agnosticism;æɡˈnɑː.stə.sɪ.zəm;nan;agnosticismo
ago;əˈɡoʊ;əˈɡō;atrás
agog;əˈɡɑːɡ;əˈɡäɡ;AGOG
agonist;ˈæɡənɪst;ˈaɡənəst;agonista
agony;ˈæɡ.ə.ni;ˈaɡənē;agonia
agora; /ˈæɡərə/;ˈaɡərə;AGORA
agoraphobia;ˌæɡ.ə.rəˈfoʊ.bi.ə;ˌaɡərəˈfōbēə;agorafobia
agoraphobic;ˌæɡ.ə.rəˈfoʊ.bɪk;ˈˌaɡ(ə)rəˈfōbik;agorafóbico
agouti;nan;əˈɡo͞odē;agouti
