data_base,uf,tcb,sr,cliente,ocupacao,cnae_secao,cnae_subclasse,porte,modalidade,origem,indexador,numero_de_operacoes,a_vencer_ate_90_dias,a_vencer_de_91_ate_360_dias,a_vencer_de_361_ate_1080_dias,a_vencer_de_1081_ate_1800_dias,a_vencer_de_1801_ate_5400_dias,a_vencer_acima_de_5400_dias,vencido_acima_de_15_dias,carteira_ativa,carteira_inadimplida_arrastada,ativo_problematico
2023-01-31,RJ,Bancário,S1,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Atividades de limpeza não especificadas anteriormente,PJ - Médio                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,44,399033.55,381249.35,69698.84,0.0,0.0,0.0,0.0,849981.74,0.0,14114.33
2023-01-31,PA,Bancário,S1,PF,PF - Autônomo,-,-,PF - Mais de 2 a 3 salários mínimos          ,PF - Habitacional,Com destinação específica,Pós-fixado,429,1208769.92,3242491.19,7568430.12,6199668.69,18101793.19,8036415.32,164457.99,44522026.42,1524009.91,5691559.84
2023-01-31,BA,Bancário,S1,PJ,-,PJ - Alojamento e alimentação,PJ - Apart-hotéis,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,1146.11,5.94,0.0,0.0,0.0,0.0,342.86,1494.91,306.2,306.2
2023-01-31,SE,Bancário,S1,PJ,-,PJ - Educação,PJ - Ensino de música,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,2174.4,2267.86,377.01,0.0,0.0,0.0,0.0,4819.27,0.0,0.0
2023-01-31,MG,Não bancário,S4,PF,PF - Servidor ou empregado público,-,-,PF - Mais de 5 a 10 salários mínimos         ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Prefixado,573,879918.26,1117983.34,332305.64,5674.46,0.0,0.0,888134.3,3224016.0,838246.23,1466761.52
2023-01-31,SC,Bancário,S1,PJ,-,PJ - Indústrias de transformação,"PJ - Confecção de roupas profissionais, exceto sob medida",PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Prefixado,57,261037.99,86372.66,5625.44,0.0,0.0,0.0,1238.8,354274.89,2954.2,12315.96
2023-01-31,MG,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de materiais de construção não especificados anteriormente,PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,151,1762934.62,1608881.47,1942156.13,402521.38,239889.53,0.0,90595.03,6046978.16,307943.08,1673372.96
2023-01-31,TO,Cooperativas,S4,PJ,-,PJ - Saúde humana e serviços sociais,PJ - Atividades de profissionais da área de saúde não especificadas anteriormente,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,1969.47,1798.2,0.0,0.0,0.0,0.0,0.0,3767.67,0.0,0.0
2023-01-31,SP,Cooperativas,S5,PF,PF - Empregado de entidades sem fins lucrativos,-,-,PF - Mais de 5 a 10 salários mínimos         ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Flutuantes,<= 15,2267.74,10204.83,1133.87,0.0,0.0,0.0,0.0,13606.44,0.0,0.0
2023-01-31,RJ,Não bancário,S4,PJ,-,PJ - Indústrias de transformação,"PJ - Serviços de usinagem, tornearia e solda",PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,126,41317.13,8675.01,0.0,0.0,0.0,0.0,0.0,49992.14,0.0,0.0
2023-01-31,RR,Cooperativas,S4,PJ,-,PJ - Construção,PJ - Construção de edifícios,PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,63897.3,76.0,0.0,0.0,0.0,0.0,0.0,63973.3,0.0,0.0
2023-01-31,RR,Bancário,S3,PJ,-,PJ - Educação,PJ - Treinamento em desenvolvimento profissional e gerencial,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,617.99,0.0,0.0,0.0,0.0,0.0,0.0,617.99,0.0,0.0
2023-01-31,SP,Bancário,S2,PJ,-,PJ - Indústrias de transformação,PJ - Impressão de material para outros usos,PJ - Médio                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,69,1175511.02,1441.48,0.0,0.0,0.0,0.0,0.0,1176952.5,0.0,0.0
2023-01-31,PA,Bancário,S3,PJ,-,PJ - Informação e comunicação,PJ - Serviços de comunicação multimídia - SCM,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,21,23206.72,19167.65,0.0,0.0,0.0,0.0,759.3,43133.67,541.8,1033.94
2023-01-31,RJ,Bancário,S1,PJ,-,PJ - Alojamento e alimentação,"PJ - Lanchonetes, casas de chá, de sucos e similares",PJ - Médio                                   ,PJ - Investimento,Sem destinação específica,Prefixado,25,249846.02,627267.93,1011086.94,233081.63,58865.8,0.0,65092.91,2245241.23,171206.41,205775.21
2023-01-31,PR,Bancário,S1,PJ,-,"PJ - Transporte, armazenagem e correio","PJ - Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,33800.86,209.9,0.0,0.0,0.0,0.0,0.0,34010.76,0.0,0.0
2023-01-31,PB,Bancário,S2,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,234.92,234.92,234.92,234.92
2023-01-31,MG,Cooperativas,S4,PJ,-,PJ - Atividades administrativas e serviços complementares,"PJ - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",PJ - Médio                                   ,PJ - Investimento,Sem destinação específica,Flutuantes,<= 15,18615.18,52054.28,31758.93,0.0,0.0,0.0,0.0,102428.39,0.0,0.0
2023-01-31,MG,Bancário,S3,PJ,-,"PJ - Transporte, armazenagem e correio",PJ - Carga e descarga,PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,224108.73,361829.24,0.0,0.0,0.0,0.0,0.0,585937.97,0.0,0.0
2023-01-31,SC,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,26,150636.99,326837.72,610751.73,105660.04,0.0,0.0,39224.23,1233110.71,147572.14,253770.24
2023-01-31,BA,Cooperativas,S5,PJ,-,PJ - Indústrias de transformação,PJ - Preparação de massa de concreto e argamassa para construção,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,11048.49,1739.53,0.0,0.0,0.0,0.0,0.0,12788.02,0.0,0.0
2023-01-31,AL,Não bancário,S5,PJ,-,PJ - Indústrias de transformação,"PJ - Manutenção e reparação de geradores, transformadores e motores elétricos",PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,1118.34,119.2,0.0,0.0,0.0,0.0,0.0,1237.54,0.0,0.0
2023-01-31,MG,Não bancário,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de alimentos para animais,PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,10480.09,27867.18,53571.02,14248.26,0.0,0.0,0.0,106166.55,0.0,0.0
2023-01-31,PR,Cooperativas,S4,PJ,-,PJ - Outras atividades de serviços,PJ - Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,8.54,8.54,0.0,8.54
2023-01-31,BA,Cooperativas,S3,PJ,-,"PJ - Transporte, armazenagem e correio","PJ - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Pós-fixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,2887.19,2887.19,2887.19,2887.19
2023-01-31,SP,Bancário,S1,PJ,-,PJ - Atividades administrativas e serviços complementares,"PJ - Locação de outros meios de transporte não especificados anteriormente, sem condutor",PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,147,1512148.79,3542440.18,4189690.7,607769.56,2923.34,0.0,133897.81,9988870.38,356999.77,1232330.62
2023-01-31,PE,Não bancário,S5,PJ,-,PJ - Saúde humana e serviços sociais,PJ - Atividades de profissionais da nutrição,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,97.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0
2023-01-31,PE,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",PJ - Pequeno                                 ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,44,103345.99,0.0,0.0,0.0,0.0,0.0,0.0,103345.99,0.0,0.0
2023-01-31,SP,Bancário,S2,PJ,-,PJ - Alojamento e alimentação,"PJ - Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,38,665886.52,2596034.68,1631765.38,58167.66,0.0,0.0,78206.16,5030060.4,143388.11,771924.36
2023-01-31,SP,Bancário,S2,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Serviços de engenharia,PJ - Grande                                  ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,5177,145275775.62,12054596.51,0.0,0.0,0.0,0.0,0.0,157330372.13,0.0,0.0
2023-01-31,MG,Cooperativas,S4,PJ,-,"PJ - Artes, cultura, esporte e recreação","PJ - Clubes sociais, esportivos e similares",PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Flutuantes,<= 15,9808.81,27983.43,26580.05,0.0,0.0,0.0,0.0,64372.29,0.0,0.0
2023-01-31,SC,Cooperativas,S4,PJ,-,PJ - Indústrias de transformação,"PJ - Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material",PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,46986.92,114140.29,143783.76,43243.4,0.0,0.0,0.0,348154.37,0.0,0.0
2023-01-31,PR,Bancário,S3,PF,PF - Outros,-,-,PF - Mais de 10 a 20 salários mínimos        ,PF - Rural e agroindustrial,Com destinação específica,Flutuantes,<= 15,99813.56,170500.09,452702.76,445610.49,138630.03,0.0,32271.27,1339528.2,188095.61,188095.61
2023-01-31,SC,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de artigos de cama, mesa e banho",PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,6185.41,1.01,0.0,0.0,0.0,0.0,0.0,6186.42,0.0,0.0
2023-01-31,PR,Cooperativas,S4,PF,PF - Autônomo,-,-,PF - Mais de 3 a 5 salários mínimos          ,PF - Rural e agroindustrial,Sem destinação específica,Flutuantes,<= 15,0.0,0.0,469785.1,333395.98,98503.44,0.0,0.0,901684.52,0.0,0.0
2023-01-31,PE,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,639,8233361.47,4202440.8,3033987.41,893721.31,671084.56,0.0,902444.78,17937040.33,1711543.1,4997082.07
2023-01-31,CE,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de calçados de couro,PJ - Médio                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,839,345109.28,18459.74,0.0,0.0,0.0,0.0,0.0,363569.02,0.0,0.0
2023-01-31,MS,Bancário,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de calçados,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,5719.59,12404.17,6038.58,0.0,0.0,0.0,1699.5,25861.84,0.0,0.0
2023-01-31,RJ,Bancário,S3,PJ,-,PJ - Indústrias de transformação,PJ - Instalação de máquinas e equipamentos industriais,PJ - Médio                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,29543.07,89837.93,127677.46,0.0,0.0,0.0,0.0,247058.46,0.0,0.0
2023-01-31,PR,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de obras de caldeiraria pesada,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,4063.97,0.0,0.0,0.0,0.0,0.0,0.0,4063.97,0.0,0.0
2023-01-31,RJ,Cooperativas,S5,PJ,-,"PJ - Transporte, armazenagem e correio","PJ - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,20,18709.56,0.0,0.0,0.0,0.0,0.0,11738.79,30448.35,11738.79,11738.79
2023-01-31,SC,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de materiais de construção em geral,PJ - Pequeno                                 ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,169,1321690.32,121902.16,0.0,0.0,0.0,0.0,0.0,1443592.48,0.0,0.0
2023-01-31,PE,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de gelo comum,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,10220.7,1017.07,0.0,0.0,0.0,0.0,0.0,11237.77,0.0,0.0
2023-01-31,MS,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Serviços de borracharia para veículos automotores,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,7476.7,1359.73,834.11,0.0,0.0,0.0,1000.0,10670.54,1000.0,1000.0
2023-01-31,SP,Bancário,S1,PJ,-,"PJ - Atividades financeiras, de seguros e serviços relacionados",PJ - Atividades de administração de fundos por contrato ou comissão,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,8098.63,40423.67,125134.5,45604.35,0.0,0.0,0.0,219261.15,0.0,0.0
2023-01-31,RO,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio a varejo de pneumáticos e câmaras-de-ar,PJ - Médio                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,6527.61,20276.66,0.0,0.0,0.0,0.0,0.0,26804.27,0.0,0.0
2023-01-31,MA,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de vidros,PJ - Médio                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,7185.42,4418.35,0.0,0.0,0.0,0.0,0.0,11603.77,0.0,0.0
2023-01-31,PR,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de sementes, flores, plantas e gramas",PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,35,368328.89,2009387.13,1277690.61,396446.49,0.0,0.0,103012.46,4154865.58,268195.54,1569814.88
2023-01-31,SC,Não bancário,S5,PF,PF - Outros,-,-,PF - Mais de 2 a 3 salários mínimos          ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Prefixado,6495,2879092.59,3927370.98,1671345.91,7059.9,161.01,0.0,1200190.03,9685220.42,1070423.11,2370038.85
2023-01-31,PR,Bancário,S1,PJ,-,PJ - Indústrias de transformação,"PJ - Fabricação de adubos e fertilizantes, exceto organo-minerais",PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,45,11387024.12,40041803.03,36776623.15,2885675.65,0.0,0.0,0.0,91091125.95,0.0,0.0
2023-01-31,PR,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de cartolina e papel-cartão,PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,26051.29,4439.54,0.0,0.0,0.0,0.0,0.0,30490.83,0.0,0.0
2023-01-31,AL,Bancário,S1,PJ,-,PJ - Outras atividades de serviços,PJ - Atividades associativas não especificadas anteriormente,PJ - Médio                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,35960.26,0.0,0.0,0.0,0.0,0.0,0.0,35960.26,0.0,0.0
2023-01-31,TO,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",PJ - Micro                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,17030.52,0.0,0.0,0.0,0.0,0.0,0.0,17030.52,0.0,0.0
2023-01-31,SP,Não bancário,S5,PJ,-,"PJ - Transporte, armazenagem e correio",PJ - Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,149,73205.96,30271.03,1721.88,0.0,0.0,0.0,154214.43,259413.3,111023.03,180170.49
